번호,대리점,이름,연락처,생년월일,주소,면허종류,흡연유무,탁송보험,사고점수,평점,고객리뷰,신뢰도,등급,비고
26_907,세종대리점,송지아,010-1248-8835,871224,세종 중앙9길 13,1종 보통,무,DB손해,0,92,90,91,C,
26_908,세종대리점,장병국,010-1056-3460,781219,세종 강남대로 100,1종 대형,무,KB손해,2,99,90,96,A,
26_909,세종대리점,강지수,010-8559-4295,641089,세종 효자동 123-9,1종 대형,무,DB손해,10,100,97,92,C,
26_910,세종대리점,강지수,010-7414-2550,501089,세종 효자동 123-9,1종 보통,무,KB손해,1,95,99,100,B,
26_911,세종대리점,송지아,010-5063-9269,761008,세종 강남대로 100,1종 보통,무,현대해상,1,92,97,99,B,
26_912,세종대리점,박도현,010-9208-3945,791173,세종 강남대로 100,1종 보통,무,현대해상,10,99,94,97,C,
26_913,세종대리점,장성우,010-5224-1790,901224,세종 효자동 123-9,1종 대형,무,KB손해,2,90,98,92,A,
26_914,세종대리점,장병국,010-9979-9932,541174,세종 중앙9길 13,1종 보통,무,KB손해,4,97,95,93,B,
26_915,세종대리점,장병국,010-7263-5344,771110,세종 효자동 123-9,1종 대형,무,DB손해,4,98,92,95,C,
26_916,세종대리점,최이안,010-5093-8211,781199,세종 효자동 123-9,2종 보통,무,KB손해,2,96,99,99,A,
26_917,세종대리점,이서준,010-8829-5584,561021,세종 효자동 123-9,2종 보통,무,DB손해,2,98,95,98,B,
26_918,세종대리점,최이안,010-3912-5218,861105,세종 중앙9길 13,1종 보통,무,현대해상,2,96,94,100,B,
26_919,세종대리점,강지수,010-2282-1315,691035,세종 중앙9길 13,1종 대형,무,현대해상,4,95,100,100,B,
26_920,세종대리점,장병국,010-8889-1759,771200,세종 중앙9길 13,1종 대형,무,현대해상,6,98,92,93,B,
26_921,세종대리점,한서아,010-8229-3632,921214,세종 효자동 123-9,1종 대형,무,현대해상,7,100,97,92,A,
26_922,세종대리점,박도현,010-8795-9016,941147,세종 강남대로 100,1종 대형,무,KB손해,4,96,93,93,B,
26_923,세종대리점,박도현,010-4829-5405,551218,세종 강남대로 100,1종 보통,무,KB손해,2,93,99,99,C,
26_924,세종대리점,정하윤,010-1564-2033,691205,세종 중앙9길 13,1종 대형,무,KB손해,6,98,93,98,A,
26_925,세종대리점,강지수,010-8277-2850,991159,세종 강남대로 100,2종 보통,무,KB손해,8,91,96,99,A,
26_926,세종대리점,정하윤,010-2581-5115,571094,세종 효자동 123-9,1종 보통,무,현대해상,8,95,98,96,C,
26_927,세종대리점,정하윤,010-8308-9578,811100,세종 강남대로 100,1종 대형,무,현대해상,3,97,96,90,A,
26_928,세종대리점,장성우,010-7313-2906,851109,세종 중앙9길 13,1종 대형,무,KB손해,2,97,97,93,C,
26_929,세종대리점,김민준,010-4584-7120,711154,세종 강남대로 100,2종 보통,무,현대해상,9,94,99,98,B,
26_930,세종대리점,장성우,010-7484-8027,611001,세종 강남대로 100,1종 보통,무,현대해상,3,92,93,94,C,
26_931,세종대리점,박도현,010-6654-7265,931109,세종 중앙9길 13,1종 대형,무,DB손해,5,94,90,94,C,
26_932,세종대리점,박도현,010-5018-8626,651040,세종 중앙9길 13,2종 보통,무,KB손해,5,91,91,97,C,
26_933,세종대리점,송지아,010-5009-8451,621087,세종 중앙9길 13,1종 대형,무,KB손해,5,100,93,94,C,
26_934,세종대리점,강지수,010-8719-2499,511207,세종 강남대로 100,1종 대형,무,현대해상,9,90,94,92,A,
26_935,세종대리점,최이안,010-8856-3158,571099,세종 효자동 123-9,1종 보통,무,KB손해,10,95,96,100,B,
26_936,세종대리점,장성우,010-3884-3770,611054,세종 효자동 123-9,2종 보통,무,KB손해,2,99,94,95,B,
26_937,세종대리점,한서아,010-1011-1665,621166,세종 효자동 123-9,2종 보통,무,DB손해,2,94,90,96,A,
26_938,세종대리점,장성우,010-6713-7945,791107,세종 강남대로 100,1종 보통,무,KB손해,6,99,99,90,A,
26_939,세종대리점,강지수,010-9086-5903,671138,세종 강남대로 100,1종 보통,무,DB손해,3,97,93,92,C,
26_940,세종대리점,강지수,010-8335-2514,751113,세종 중앙9길 13,2종 보통,무,KB손해,8,95,99,94,A,
26_941,세종대리점,정하윤,010-5481-9185,671085,세종 효자동 123-9,1종 대형,무,KB손해,8,97,100,96,C,
26_942,세종대리점,정하윤,010-1006-8989,571105,세종 강남대로 100,1종 대형,무,KB손해,8,91,92,97,C,
26_943,세종대리점,강지수,010-8880-5484,651012,세종 효자동 123-9,1종 대형,무,KB손해,3,94,97,92,A,
26_944,세종대리점,최이안,010-5508-4535,701045,세종 강남대로 100,2종 보통,무,현대해상,8,91,90,99,B,
26_945,세종대리점,김민준,010-8155-1994,681059,세종 강남대로 100,2종 보통,무,현대해상,10,99,95,90,A,
26_946,세종대리점,장병국,010-3478-2973,981162,세종 중앙9길 13,1종 보통,무,현대해상,0,93,100,92,B,
26_947,세종대리점,정하윤,010-5452-4874,851201,세종 중앙9길 13,1종 보통,무,DB손해,7,91,97,94,C,
26_948,세종대리점,김민준,010-1859-2429,691107,세종 강남대로 100,1종 대형,무,현대해상,2,90,98,94,C,
26_949,세종대리점,한서아,010-9006-6480,531179,세종 중앙9길 13,2종 보통,무,KB손해,8,99,93,99,A,
26_950,세종대리점,정하윤,010-4006-1639,681151,세종 효자동 123-9,1종 보통,무,KB손해,8,100,95,91,C,
26_951,세종대리점,김민준,010-6822-6236,751219,세종 중앙9길 13,1종 보통,무,KB손해,3,95,93,97,C,
26_952,세종대리점,최이안,010-1773-5986,551191,세종 효자동 123-9,2종 보통,무,KB손해,5,94,91,90,A,
26_953,세종대리점,이서준,010-2794-8382,851121,세종 강남대로 100,1종 보통,무,DB손해,10,94,95,94,A,
26_954,세종대리점,강지수,010-8900-9816,621114,세종 효자동 123-9,1종 대형,무,DB손해,9,93,90,96,C,
26_955,세종대리점,한서아,010-3785-6615,871051,세종 강남대로 100,1종 보통,무,DB손해,2,96,99,97,A,
26_956,세종대리점,정하윤,010-2952-1723,991026,세종 중앙9길 13,1종 보통,무,KB손해,10,97,92,93,A,
26_957,세종대리점,김민준,010-4247-9297,761128,세종 강남대로 100,2종 보통,무,KB손해,9,94,91,97,C,
26_958,세종대리점,박도현,010-6741-8014,711040,세종 중앙9길 13,1종 대형,무,KB손해,4,91,95,100,C,
26_959,세종대리점,박도현,010-9267-8889,781029,세종 중앙9길 13,1종 보통,무,KB손해,5,96,96,97,C,
26_960,세종대리점,한서아,010-3073-6609,961090,세종 강남대로 100,2종 보통,무,DB손해,0,97,97,99,A,
26_961,세종대리점,이서준,010-8914-1149,531099,세종 중앙9길 13,1종 대형,무,KB손해,9,96,90,94,C,
26_962,세종대리점,장성우,010-6092-6929,991084,세종 효자동 123-9,1종 보통,무,KB손해,2,96,95,94,C,
26_963,세종대리점,최이안,010-4846-8451,961163,세종 중앙9길 13,1종 대형,무,KB손해,3,95,97,97,C,
26_964,세종대리점,박도현,010-9381-7401,571152,세종 중앙9길 13,1종 보통,무,DB손해,10,98,90,100,C,
26_965,세종대리점,김민준,010-2114-1765,791197,세종 중앙9길 13,1종 대형,무,현대해상,10,93,94,94,A,
26_966,세종대리점,박도현,010-4986-4818,711209,세종 효자동 123-9,1종 대형,무,현대해상,7,97,98,93,C,
26_967,세종대리점,장성우,010-5026-8792,661006,세종 중앙9길 13,1종 보통,무,KB손해,10,100,98,100,B,
26_968,세종대리점,장병국,010-7768-2866,861055,세종 효자동 123-9,1종 대형,무,DB손해,10,92,97,95,A,
26_969,세종대리점,김민준,010-7536-2366,851215,세종 강남대로 100,1종 보통,무,DB손해,4,95,93,93,B,
26_970,세종대리점,박도현,010-1672-9945,641125,세종 효자동 123-9,1종 대형,무,DB손해,1,90,93,99,B,
26_971,세종대리점,박도현,010-8915-3062,871142,세종 중앙9길 13,1종 보통,무,KB손해,8,93,91,98,B,
26_972,세종대리점,송지아,010-1979-3570,671195,세종 효자동 123-9,1종 보통,무,DB손해,1,93,94,95,C,
26_973,세종대리점,한서아,010-4117-9280,501047,세종 효자동 123-9,1종 보통,무,KB손해,10,96,98,100,A,
26_974,세종대리점,강지수,010-5043-2944,921207,세종 중앙9길 13,1종 보통,무,DB손해,3,92,90,100,B,
26_975,세종대리점,박도현,010-4960-1984,661089,세종 강남대로 100,2종 보통,무,현대해상,8,100,93,99,B,
26_976,세종대리점,최이안,010-9666-5865,881096,세종 강남대로 100,2종 보통,무,KB손해,5,95,91,100,C,
26_977,세종대리점,이서준,010-9968-7556,601065,세종 효자동 123-9,1종 보통,무,KB손해,1,90,92,90,C,
26_978,세종대리점,정하윤,010-8517-7740,811091,세종 효자동 123-9,1종 보통,무,DB손해,1,90,98,95,B,
26_979,세종대리점,송지아,010-9753-4661,571116,세종 중앙9길 13,1종 보통,무,현대해상,4,90,98,97,A,
26_980,세종대리점,강지수,010-2884-8803,691117,세종 강남대로 100,2종 보통,무,현대해상,10,90,92,91,A,
26_981,세종대리점,정하윤,010-1010-6226,791081,세종 중앙9길 13,1종 대형,무,DB손해,2,93,96,99,C,
26_982,세종대리점,김민준,010-9037-8788,651204,세종 강남대로 100,1종 보통,무,KB손해,9,100,100,93,C,
26_983,세종대리점,최이안,010-4826-7227,561182,세종 강남대로 100,2종 보통,무,DB손해,1,96,97,96,B,
26_984,세종대리점,김민준,010-3157-4399,771070,세종 효자동 123-9,1종 보통,무,DB손해,8,99,97,98,B,
26_985,세종대리점,김민준,010-3106-8385,771142,세종 효자동 123-9,2종 보통,무,DB손해,0,98,98,99,B,
26_986,세종대리점,김민준,010-5303-1447,951110,세종 효자동 123-9,1종 보통,무,DB손해,2,100,97,95,C,
26_987,세종대리점,한서아,010-8538-3726,781132,세종 중앙9길 13,1종 보통,무,KB손해,3,100,91,97,C,
26_988,세종대리점,박도현,010-5165-3244,831150,세종 효자동 123-9,1종 보통,무,KB손해,6,93,98,99,A,
26_989,세종대리점,김민준,010-4285-9929,891021,세종 강남대로 100,2종 보통,무,DB손해,3,93,91,100,C,
26_990,세종대리점,한서아,010-3271-1213,621157,세종 중앙9길 13,1종 보통,무,DB손해,0,90,98,91,B,
26_991,세종대리점,송지아,010-5690-1498,811046,세종 강남대로 100,2종 보통,무,현대해상,9,92,90,91,C,
26_992,세종대리점,박도현,010-6115-5307,671014,세종 강남대로 100,1종 보통,무,현대해상,10,94,91,90,A,
26_993,세종대리점,강지수,010-7922-9388,741162,세종 강남대로 100,2종 보통,무,DB손해,3,94,93,92,C,
26_994,세종대리점,장성우,010-8231-5748,701129,세종 효자동 123-9,1종 보통,무,현대해상,7,93,99,97,B,
26_995,세종대리점,강지수,010-8010-3832,601189,세종 효자동 123-9,2종 보통,무,현대해상,4,96,93,100,C,
26_996,세종대리점,송지아,010-6760-1361,571106,세종 효자동 123-9,2종 보통,무,DB손해,4,96,98,96,C,
26_997,세종대리점,장성우,010-5439-6787,691222,세종 효자동 123-9,1종 대형,무,DB손해,8,93,95,100,C,
26_998,세종대리점,김민준,010-8974-6918,791230,세종 중앙9길 13,1종 보통,무,DB손해,7,98,97,99,C,
26_999,세종대리점,장병국,010-8485-2892,681224,세종 효자동 123-9,1종 보통,무,KB손해,6,92,98,92,C,
26_1000,세종대리점,한서아,010-9526-4048,751181,세종 중앙9길 13,1종 보통,무,KB손해,0,93,98,97,B,
